ST_CD,MAJCAT,MERCHCAT,MACRO_MVGR,MC_M_MVGR_CONT_1,MC_M_MVGR_CONT_2,MC_M_MVGR_CONT_3,MC_M_MVGR_CONT_4,MC_M_MVGR_CONT_5,MC_M_MVGR_CONT_6,MC_M_MVGR_CONT_7,MC_M_MVGR_CONT_8,MC_M_MVGR_CONT_9,MC_M_MVGR_CONT_10,MC_M_MVGR_CONT_11,MC_M_MVGR_CONT_12
HU49,M_JEANS,M_JGR_JEANS,CRG,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HU49,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU49,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU49,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU49,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU49,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,ANK,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
HU54,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,REG,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
HU54,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,ANK,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%,66%
HU54,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,REG,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%,34%
HU54,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
HU54,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU54,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,BASIC,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HU54,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,CRG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HU54,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU54,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,ANK,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%
HU55,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,REG,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%,41%
HU55,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,ANK,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
HU55,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,REG,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%,44%
HU55,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,ANK,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%,60%
HU55,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,REG,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%,40%
HU55,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,BASIC,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HU55,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,CRG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HU55,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU55,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,ANK,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%,48%
HU57,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,REG,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
HU57,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HU57,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU57,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,ANK,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HU57,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,REG,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HU57,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,BASIC,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
HU57,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,CRG,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HU57,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU57,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HU58,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU58,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HU58,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU58,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,ANK,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HU58,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,REG,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HU58,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,BASIC,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU58,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,CRG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HU58,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU58,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
HU59,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,REG,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HU59,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
HU59,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU59,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,ANK,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%
HU59,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,REG,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HU59,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,BASIC,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HU59,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,CRG,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%,72%
HU59,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU59,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,ANK,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU61,M_JEANS,M_BLK_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,REG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HU61,M_JEANS,M_BLK_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLK_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,ANK,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU61,M_JEANS,M_BLU_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,REG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HU61,M_JEANS,M_BLU_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_BLU_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,ANK,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%,64%
HU61,M_JEANS,M_COL_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,REG,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
HU61,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,STRT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_COL_JEANS,TRNG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,ANK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,BASIC,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HU61,M_JEANS,M_JGR_JEANS,BSC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,CRG,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%,42%
HU61,M_JEANS,M_JGR_JEANS,DNM,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,NA,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,PLN,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU61,M_JEANS,M_JGR_JEANS,REG,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HU64,M_JEANS,M_BLK_JEANS,ANK,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%
